1.282051282051281937e-01 -7.966101694915254106e-01 -2.131147540983606703e-01
-5.726495726495726135e-01 -7.627118644067796271e-01 -4.426229508196721785e-01
2.478632478632478708e-01 -3.559322033898305593e-01 -5.737704918032786594e-01
-6.923076923076922906e-01 -5.593220338983051487e-01 -4.098360655737705027e-01
4.188034188034188698e-01 8.474576271186440302e-02 -4.098360655737705027e-01
-5.982905982905983855e-02 -1.000000000000000000e+00 -2.786885245901639108e-01
5.384615384615385469e-01 -4.576271186440677985e-01 -3.770491803278688270e-01
8.119658119658119677e-01 -1.694915254237283619e-02 -4.754098360655737432e-01
-8.119658119658119677e-01 -1.186440677966101864e-01 -5.737704918032786594e-01
-4.358974358974359031e-01 1.186440677966100754e-01 -2.786885245901639108e-01
3.504273504273505147e-01 3.220338983050847759e-01 -4.098360655737705027e-01
1.111111111111111605e-01 2.542372881355932090e-01 -3.114754098360655865e-01
1.282051282051281937e-01 -7.966101694915254106e-01 -5.081967213114754189e-01
-4.017094017094017255e-01 6.949152542372880603e-01 -1.475409836065574298e-01
-5.384615384615384359e-01 -8.644067796610169774e-01 -8.196721311475407834e-02
-7.777777777777777901e-01 1.186440677966100754e-01 -5.409836065573769837e-01
-4.358974358974359031e-01 9.661016949152543276e-01 -3.114754098360655865e-01
-8.119658119658119677e-01 4.576271186440676875e-01 -5.081967213114754189e-01
-4.529914529914529364e-01 -9.322033898305084332e-01 -3.770491803278688270e-01
-4.700854700854700807e-01 -1.525423728813559698e-01 4.918032786885251362e-02
7.094017094017093239e-01 -4.576271186440677985e-01 -3.442622950819672623e-01
-4.700854700854700807e-01 -5.254237288135592543e-01 -6.065573770491803351e-01
-3.162393162393162260e-01 -7.966101694915254106e-01 -1.475409836065574298e-01
7.692307692307687184e-02 3.898305084745763427e-01 -2.786885245901639108e-01
-8.119658119658119677e-01 1.864406779661016422e-01 -5.409836065573769837e-01
3.675213675213675479e-01 -7.627118644067796271e-01 -3.770491803278688270e-01
-2.649572649572649041e-01 -6.610169491525423879e-01 -5.409836065573769837e-01
6.581196581196582240e-01 -8.644067796610169774e-01 -2.786885245901639108e-01
