,precision,recall,f1-score,support
0.0,0.9271203295922716,0.9246245395296118,0.9258707526424061,7058.0
1.0,0.9224828792073437,0.9250438340151957,0.9237615816735975,6844.0
accuracy,0.924830959574162,0.924830959574162,0.924830959574162,0.924830959574162
macro avg,0.9248016043998077,0.9248341867724037,0.9248161671580017,13902.0
weighted avg,0.9248372976231704,0.924830959574162,0.9248324008865058,13902.0
