,precision,recall,f1-score,support
0.0,0.9248314445560177,0.9327256944444444,0.9287617950010804,6912.0
1.0,0.9329101139806666,0.925035765379113,0.928956253142734,6990.0
accuracy,0.9288591569558337,0.9288591569558337,0.9288591569558337,0.9288591569558337
macro avg,0.9288707792683422,0.9288807299117787,0.9288590240719072,13902.0
weighted avg,0.9288934427777337,0.9288591569558337,0.9288595695953947,13902.0
