,precision,recall,f1-score,support
0.0,0.955239213384209,0.9203902714932126,0.9374909981276104,7072.0
1.0,0.9205699774266366,0.9553440702781845,0.9376347176318436,6830.0
accuracy,0.9375629405840886,0.9375629405840886,0.9375629405840886,0.9375629405840886
macro avg,0.9379045954054228,0.9378671708856985,0.937562857879727,13902.0
weighted avg,0.9382063489337543,0.9375629405840886,0.937561606976259,13902.0
