,precision,recall,f1-score,support
0.0,0.9038519866545345,0.8764705882352941,0.8899507242048679,6800.0
1.0,0.8850574712643678,0.9107293720078851,0.8977099236641221,7102.0
accuracy,0.8939720903467127,0.8939720903467127,0.8939720903467127,0.8939720903467127
macro avg,0.8944547289594511,0.8935999801215896,0.8938303239344949,13902.0
weighted avg,0.8942505876974806,0.8939720903467127,0.8939146023921519,13902.0
