,precision,recall,f1-score,support
0.0,0.9388824214202561,0.9141399829980165,0.9263460157932519,7058.0
1.0,0.9137980085348506,0.9386323787258913,0.9260487242323772,6844.0
accuracy,0.9261976694000863,0.9261976694000863,0.9261976694000863,0.9261976694000863
macro avg,0.9263402149775534,0.9263861808619539,0.9261973700128145,13902.0
weighted avg,0.9265332830381734,0.9261976694000863,0.9261996581869631,13902.0
