,precision,recall,f1-score,support
0.0,0.9476002430133658,0.9026331018518519,0.9245702430349734,6912.0
1.0,0.9080349822355835,0.9506437768240343,0.9288509924517753,6990.0
accuracy,0.9267731261688965,0.9267731261688965,0.9267731261688965,0.9267731261688965
macro avg,0.9278176126244746,0.9266384393379431,0.9267106177433744,13902.0
weighted avg,0.9277066181509936,0.9267731261688965,0.9267226267512333,13902.0
