,precision,recall,f1-score,support
0,0.9669740887132191,0.9473367180104982,0.9570546813874641,11621.0
1,0.9181051786431152,0.9480447699322924,0.9328348062542489,7237.0
accuracy,0.9476084420405133,0.9476084420405133,0.9476084420405133,0.9476084420405133
macro avg,0.9425396336781672,0.9476907439713953,0.9449447438208565,18858.0
weighted avg,0.948220016055602,0.9476084420405133,0.9477599928553251,18858.0
