,precision,recall,f1-score,support
0,0.9319872476089267,0.9226722777485534,0.9273063706053397,1901.0
1,0.9207119741100324,0.9302452316076294,0.9254540525887774,1835.0
accuracy,0.9263918629550322,0.9263918629550322,0.9263918629550322,0.9263918629550322
macro avg,0.9263496108594795,0.9264587546780914,0.9263802115970585,3736.0
weighted avg,0.9264492050847106,0.9263918629550322,0.9263965730784683,3736.0
