,precision,recall,f1-score,support
0,0.9173596673596673,0.9240837696335078,0.9207094418362023,1910.0
1,0.9159420289855073,0.9085681426106959,0.9122401847575058,1739.0
accuracy,0.9166895039736914,0.9166895039736914,0.9166895039736914,0.9166895039736914
macro avg,0.9166508481725872,0.9163259561221018,0.9164748132968541,3649.0
weighted avg,0.9166840649665009,0.9166895039736914,0.9166732571116604,3649.0
