,precision,recall,f1-score,support
0,0.9089759797724399,0.9045447397389527,0.9067549460077243,12718.0
1,0.8992363877822045,0.9038878691807108,0.9015561288175085,11986.0
accuracy,0.9042260362694301,0.9042260362694301,0.9042260362694301,0.9042260362694301
macro avg,0.9041061837773222,0.9042163044598317,0.9041555374126165,24704.0
weighted avg,0.9042504798697941,0.9042260362694301,0.9042325600442396,24704.0
