,precision,recall,f1-score,support
0,0.9301814183617372,0.9043292357028327,0.9170731707317074,1871.0
1,0.9087665647298675,0.9335078534031414,0.9209710743801652,1910.0
accuracy,0.9190690293573128,0.9190690293573128,0.9190690293573128,0.9190690293573128
macro avg,0.9194739915458023,0.918918544552987,0.9190221225559363,3781.0
weighted avg,0.919363547312578,0.9190690293573128,0.919042225470812,3781.0
