,precision,recall,f1-score,support
0,0.9229823546427538,0.9288261407466706,0.9258950270231057,13741.0
1,0.8965954747303869,0.8884232582503929,0.8924906593695732,9545.0
accuracy,0.9122648801855192,0.9122648801855192,0.9122648801855192,0.9122648801855192
macro avg,0.9097889146865703,0.9086246994985318,0.9091928431963394,23286.0
weighted avg,0.9121662948315563,0.9122648801855192,0.9122024783134531,23286.0
