,precision,recall,f1-score,support
0,0.9224553339758321,0.9055381704388327,0.913918472273228,13741.0
1,0.8675104623864448,0.8904138292299634,0.8788129459207942,9545.0
accuracy,0.8993386584213691,0.8993386584213691,0.8993386584213691,0.8993386584213691
macro avg,0.8949828981811385,0.897975999834398,0.8963657090970111,23286.0
weighted avg,0.8999332692450626,0.8993386584213691,0.8995286136013229,23286.0
