,precision,recall,f1-score,support
0,0.9209218991774575,0.8891335115584211,0.9047485698283794,12718.0
1,0.8865191146881287,0.9189888202903387,0.9024620048338863,11986.0
accuracy,0.9036188471502591,0.9036188471502591,0.9036188471502591,0.9036188471502591
macro avg,0.9037205069327932,0.9040611659243799,0.9036052873311329,24704.0
weighted avg,0.904230198445224,0.9036188471502591,0.9036391637393252,24704.0
