,precision,recall,f1-score,support
0,0.9242457934919576,0.9185943715927508,0.9214114169591723,13574.0
1,0.8821961620469083,0.8900720662579327,0.8861166140172405,9297.0
accuracy,0.907000131170478,0.907000131170478,0.907000131170478,0.907000131170478
macro avg,0.9032209777694329,0.9043332189253417,0.9037640154882064,22871.0
weighted avg,0.9071527313807851,0.907000131170478,0.9070641744708184,22871.0
