,precision,recall,f1-score,support
0,0.9223864836325237,0.9146596858638744,0.9185068349106204,1910.0
1,0.9071225071225071,0.9154686601495112,0.911276473955352,1739.0
accuracy,0.915045217867909,0.915045217867909,0.915045217867909,0.915045217867909
macro avg,0.9147544953775154,0.9150641730066928,0.9148916544329861,3649.0
weighted avg,0.9151121467865608,0.915045217867909,0.9150610695773204,3649.0
