,precision,recall,f1-score,support
0,0.9460196292257361,0.9012987012987013,0.9231178504921521,1925.0
1,0.9057071960297767,0.9485446985446986,0.9266311246509267,1924.0
accuracy,0.924915562483762,0.924915562483762,0.924915562483762,0.924915562483762
macro avg,0.9258634126277564,0.9249216999216999,0.9248744875715393,3849.0
weighted avg,0.9258686493688835,0.924915562483762,0.9248740311836258,3849.0
