,precision,recall,f1-score,support
0,0.9609981676991537,0.9477669735823079,0.9543367125898969,11621.0
1,0.9179397052859267,0.9382340748929114,0.9279759464261309,7237.0
accuracy,0.9441086011241914,0.9441086011241914,0.9441086011241914,0.9441086011241914
macro avg,0.9394689364925402,0.9430005242376096,0.9411563295080139,18858.0
weighted avg,0.9444739290479434,0.9441086011241914,0.9442204295945011,18858.0
