,precision,recall,f1-score,support
0,0.9270634860147855,0.8961249447473111,0.9113317100580633,13574.0
1,0.8553846153846154,0.8970635688931914,0.8757284611749881,9297.0
accuracy,0.8965064929386559,0.8965064929386559,0.8965064929386559,0.8965064929386559
macro avg,0.8912240506997005,0.8965942568202512,0.8935300856165258,22871.0
weighted avg,0.8979262178477315,0.8965064929386559,0.8968590851240443,22871.0
