,precision,recall,f1-score,support
0,0.9208229925546393,0.904387482308539,0.9125312388432701,12718.0
1,0.9004339638090559,0.9174870682462873,0.9088805322533988,11986.0
accuracy,0.9107431994818653,0.9107431994818653,0.9107431994818653,0.9107431994818653
macro avg,0.9106284781818477,0.9109372752774132,0.9107058855483345,24704.0
weighted avg,0.9109305500941242,0.9107431994818653,0.9107599722797097,24704.0
