,precision,recall,f1-score,support
0,0.9429418742586002,0.8577749001834466,0.8983443521500819,9267.0
1,0.9214821875372334,0.9698413693648504,0.9450435313884221,15949.0
accuracy,0.9286564086294417,0.9286564086294417,0.9286564086294417,0.9286564086294417
macro avg,0.9322120308979168,0.9138081347741485,0.921693941769252,25216.0
weighted avg,0.9293687245314795,0.9286564086294417,0.9278813607823904,25216.0
