,precision,recall,f1-score,support
0,0.9462501435626507,0.8890687385345851,0.9167686658506733,9267.0
1,0.9377309346417105,0.9706564674901248,0.9539096678784892,15949.0
accuracy,0.9406725888324873,0.9406725888324873,0.9406725888324873,0.9406725888324873
macro avg,0.9419905391021806,0.9298626030123549,0.9353391668645812,25216.0
weighted avg,0.9408617844620768,0.9406725888324873,0.9402601728835744,25216.0
