,precision,recall,f1-score,support
0,0.9119553622712727,0.8738795408083032,0.8925115438666934,12718.0
1,0.8718542781816729,0.9104788920407142,0.890748071664694,11986.0
accuracy,0.891636981865285,0.891636981865285,0.891636981865285,0.891636981865285
macro avg,0.8919048202264728,0.8921792164245087,0.8916298077656937,24704.0
weighted avg,0.8924989344094713,0.891636981865285,0.8916559343373393,24704.0
