,precision,recall,f1-score,support
0,0.9445090739879014,0.8761195640444588,0.9090298382130662,9267.0
1,0.9309265944645007,0.9700921687880117,0.9501059289508428,15949.0
accuracy,0.9355567893401016,0.9355567893401016,0.9355567893401016,0.9355567893401016
macro avg,0.937717834226201,0.9231058664162353,0.9295678835819545,25216.0
weighted avg,0.9359182203267846,0.9355567893401016,0.9350102701283899,25216.0
