,precision,recall,f1-score,support
0,0.962383258388101,0.95766285173393,0.960017252533966,11621.0
1,0.9325472991499862,0.9398922205333702,0.9362053540706077,7237.0
accuracy,0.9508431434934775,0.9508431434934775,0.9508431434934775,0.9508431434934775
macro avg,0.9474652787690436,0.9487775361336501,0.9481113033022868,18858.0
weighted avg,0.9509333253619987,0.9508431434934775,0.9508791302951641,18858.0
