,precision,recall,f1-score,support
0,0.9664417920774953,0.9615351518802169,0.9639822283569858,11621.0
1,0.938733552631579,0.9463866242918336,0.9425445537741691,7237.0
accuracy,0.9557217096192597,0.9557217096192597,0.9557217096192597,0.9557217096192597
macro avg,0.9525876723545371,0.9539608880860253,0.9532633910655774,18858.0
weighted avg,0.9558083988825596,0.9557217096192597,0.9557552450631135,18858.0
