,precision,recall,f1-score,support
0,0.9203404802055729,0.9011637049850606,0.9106511461602639,12718.0
1,0.8973961309280875,0.9172367762389454,0.9072079877872673,11986.0
accuracy,0.9089621113989638,0.9089621113989638,0.9089621113989638,0.9089621113989638
macro avg,0.9088683055668302,0.909200240612003,0.9089295669737656,24704.0
weighted avg,0.9092082356119872,0.9089621113989638,0.9089805787922774,24704.0
