,precision,recall,f1-score,support
0,0.9282159553611823,0.9068808015323412,0.9174243553435683,13574.0
1,0.8684566552190655,0.8976013767882113,0.8827885327409288,9297.0
accuracy,0.9031087403261773,0.9031087403261773,0.9031087403261773,0.9031087403261773
macro avg,0.8983363052901239,0.9022410891602762,0.9001064440422486,22871.0
weighted avg,0.903923960545859,0.9031087403261773,0.903344986591142,22871.0
