,precision,recall,f1-score,support
0,0.944015444015444,0.8939670932358318,0.9183098591549296,2188.0
1,0.8695163104611924,0.9302045728038508,0.8988372093023257,1662.0
accuracy,0.9096103896103896,0.9096103896103896,0.9096103896103896,0.9096103896103896
macro avg,0.9067658772383183,0.9120858330198414,0.9085735342286276,3850.0
weighted avg,0.9118550388291671,0.9096103896103896,0.9099037438159614,3850.0
