,precision,recall,f1-score,support
0,0.9358974358974359,0.8925244527247321,0.9136965073310288,8588.0
1,0.9419314249764077,0.9661224753178035,0.9538735983690113,15497.0
accuracy,0.9398795931077434,0.9398795931077434,0.9398795931077434,0.9398795931077434
macro avg,0.9389144304369218,0.9293234640212678,0.93378505285002,24085.0
weighted avg,0.9397798825969097,0.9398795931077434,0.93954763375061,24085.0
