,precision,recall,f1-score,support
0,0.9353115727002967,0.9175593851886353,0.9263504379004291,8588.0
1,0.9547892720306513,0.9648319029489578,0.959784318130757,15497.0
accuracy,0.9479759186215487,0.9479759186215487,0.9479759186215487,0.9479759186215487
macro avg,0.9450504223654741,0.9411956440687965,0.9430673780155931,24085.0
weighted avg,0.9478440994398651,0.9479759186215487,0.9478627834237587,24085.0
