,precision,recall,f1-score,support
0,0.9457234880114518,0.9231485794131346,0.9342996877025513,8588.0
1,0.957967137944211,0.970639478608763,0.9642616750536878,15497.0
accuracy,0.9537056259082416,0.9537056259082416,0.9537056259082416,0.9537056259082416
macro avg,0.9518453129778314,0.9468940290109488,0.9492806813781196,24085.0
weighted avg,0.9536014138162252,0.9537056259082416,0.9535781148555744,24085.0
