,precision,recall,f1-score,support
0,0.9349680170575693,0.9144942648592284,0.9246178176067474,1918.0
1,0.9230769230769231,0.9416267942583733,0.9322595926101375,2090.0
accuracy,0.9286427145708582,0.9286427145708582,0.9286427145708582,0.9286427145708582
macro avg,0.9290224700672463,0.9280605295588008,0.9284387051084424,4008.0
weighted avg,0.9287673218431105,0.9286427145708582,0.9286026753305711,4008.0
