,precision,recall,f1-score,support
0,0.9079365079365079,0.9361702127659575,0.9218372280419017,1833.0
1,0.941294530858003,0.9151219512195122,0.9280237447440021,2050.0
accuracy,0.9250579448879732,0.9250579448879732,0.9250579448879732,0.9250579448879732
macro avg,0.9246155193972554,0.9256460819927348,0.924930486392952,3883.0
weighted avg,0.9255476197029424,0.9250579448879732,0.9251033519768247,3883.0
