,precision,recall,f1-score,support
0,0.9282944318431258,0.9232952477985591,0.9257880910683013,13741.0
1,0.8904252001247531,0.8973284442116292,0.8938634940513462,9545.0
accuracy,0.9126513785106931,0.9126513785106931,0.9126513785106931,0.9126513785106931
macro avg,0.9093598159839394,0.9103118460050941,0.9098257925598238,23286.0
weighted avg,0.9127717221999124,0.9126513785106931,0.9127021047019509,23286.0
