,precision,recall,f1-score,support
0,0.9184018007878447,0.9011595803423523,0.9096989966555185,1811.0
1,0.9083930399181167,0.9244791666666666,0.9163655136809499,1920.0
accuracy,0.9131600107209863,0.9131600107209863,0.9131600107209863,0.9131600107209863
macro avg,0.9133974203529807,0.9128193735045095,0.9130322551682342,3731.0
weighted avg,0.9132512189411875,0.9131600107209863,0.9131296352748774,3731.0
