,precision,recall,f1-score,support
0,0.9392315585452058,0.8889608287471674,0.9134050338174964,9267.0
1,0.9374277896017027,0.9665809768637532,0.9517811940482807,15949.0
accuracy,0.9380552030456852,0.9380552030456852,0.9380552030456852,0.9380552030456852
macro avg,0.9383296740734542,0.9277709028054604,0.9325931139328885,25216.0
weighted avg,0.938090683272366,0.9380552030456852,0.9376777725358014,25216.0
