,precision,recall,f1-score,support
0,0.9391891891891891,0.9121655729429581,0.9254801536491677,1981.0
1,0.908276225619399,0.9364130434782608,0.922130050842922,1840.0
accuracy,0.9238419261973305,0.9238419261973305,0.9238419261973305,0.9238419261973305
macro avg,0.923732707404294,0.9242893082106094,0.9238051022460448,3821.0
weighted avg,0.9243030722123732,0.9238419261973305,0.92386691387856,3821.0
