,precision,recall,f1-score,support
0,0.9640807096886415,0.953876602702005,0.9589515117435874,11621.0
1,0.9271739130434783,0.9429321542075446,0.9349866410906351,7237.0
accuracy,0.9496765298547035,0.9496765298547035,0.9496765298547035,0.9496765298547035
macro avg,0.9456273113660598,0.9484043784547749,0.9469690764171113,18858.0
weighted avg,0.9499172518818196,0.9496765298547035,0.9497546844599192,18858.0
