,precision,recall,f1-score,support
0,0.9359526372443487,0.9066736183524504,0.9210805084745762,1918.0
1,0.9167441860465116,0.9430622009569378,0.9297169811320755,2090.0
accuracy,0.9256487025948104,0.9256487025948104,0.9256487025948104,0.9256487025948104
macro avg,0.9263484116454301,0.9248679096546941,0.9253987448033258,4008.0
weighted avg,0.9259362542594487,0.9256487025948104,0.9255840583383919,4008.0
