,precision,recall,f1-score,support
0,0.9396530956396049,0.9083605030274802,0.9237418590882178,8588.0
1,0.950136222517899,0.9676711621604182,0.9588235294117647,15497.0
accuracy,0.9465227319908657,0.9465227319908657,0.9465227319908657,0.9465227319908657
macro avg,0.9448946590787519,0.9380158325939492,0.9412826942499912,24085.0
weighted avg,0.9463982489397055,0.9465227319908657,0.9463144414010269,24085.0
