,precision,recall,f1-score,support
0,0.9248740600131415,0.9219125245615312,0.9233909177053721,13741.0
1,0.8881009490040671,0.8921948664222106,0.8901432005853454,9545.0
accuracy,0.9097311689427123,0.9097311689427123,0.9097311689427123,0.9097311689427123
macro avg,0.9064875045086043,0.9070536954918709,0.9067670591453587,23286.0
weighted avg,0.909800653477815,0.9097311689427123,0.9097625805108924,23286.0
